name,amount,date,category,type,status
Salary,42581,2024-07-03,Income,credit,failed
Salary,34086,2025-03-03,Income,credit,success
Salary,24714,2024-02-09,Income,credit,failed
Fuel,2993,2024-12-29,Travel,debit,success
Salary,36043,2024-09-18,Income,credit,failed
Pharmacy,3856,2025-02-07,Investment,debit,failed
Salary,58274,2025-06-05,Income,credit,success
Pharmacy,3849,2025-05-08,Health,debit,success
Flipkart,902,2024-04-28,Food,debit,failed
Salary,23341,2024-01-30,Income,credit,success
Swiggy,2634,2025-04-07,Food,debit,success
Salary,67169,2024-09-19,Income,credit,failed
Salary,39333,2024-05-03,Income,credit,failed
Electricity Bill,1143,2024-12-09,Health,debit,success
Salary,64477,2025-06-09,Income,credit,success
Salary,73067,2025-02-24,Income,credit,success
Salary,37364,2024-02-16,Income,credit,success
Salary,76091,2024-12-26,Income,credit,success
Salary,53805,2024-12-02,Income,credit,failed
Salary,28522,2024-12-12,Income,credit,success
Netflix,3513,2024-10-02,Travel,debit,success
Salary,3563,2024-04-09,Travel,debit,failed
Salary,59135,2024-03-17,Income,credit,success
Salary,30620,2024-10-16,Income,credit,failed
Netflix,3002,2025-04-15,Salary,debit,success
Netflix,2980,2024-08-23,Shopping,debit,success
Salary,66953,2025-04-05,Income,credit,success
Salary,59584,2024-09-08,Income,credit,success
Flipkart,3374,2024-01-08,Entertainment,debit,success
Salary,35878,2024-07-30,Income,credit,failed
Salary,29893,2024-10-27,Income,credit,failed
Salary,77886,2025-06-22,Income,credit,failed
Salary,69657,2024-08-06,Income,credit,success
Salary,54820,2025-05-16,Income,credit,success
Salary,54132,2024-04-27,Income,credit,success
Uber,3850,2025-01-04,Travel,debit,success
Salary,56022,2025-01-31,Income,credit,failed
Salary,49852,2024-07-21,Income,credit,success
Salary,70931,2024-10-22,Income,credit,failed
Salary,78494,2024-10-07,Income,credit,failed
Salary,30732,2024-11-05,Income,credit,success
Salary,54298,2024-09-12,Income,credit,failed
Fuel,3180,2025-02-05,Entertainment,debit,failed
Fuel,1980,2024-09-16,Salary,debit,success
Netflix,837,2024-07-16,Food,debit,success
Uber,4645,2025-03-26,Shopping,debit,success
Swiggy,2891,2024-11-29,Entertainment,debit,success
Salary,70231,2025-04-20,Income,credit,failed
Salary,45778,2024-06-18,Income,credit,failed
Salary,60419,2024-10-30,Income,credit,failed
Salary,56526,2025-06-01,Income,credit,success
Salary,75090,2024-10-26,Income,credit,failed
Salary,79132,2024-03-31,Income,credit,success
Zomato,3568,2024-04-18,Food,debit,success
Salary,30150,2024-07-15,Income,credit,failed
Electricity Bill,1405,2024-04-03,Food,debit,success
Salary,28977,2024-12-29,Income,credit,success
Salary,36936,2025-06-11,Income,credit,failed
Flipkart,909,2024-04-16,Investment,debit,success
Salary,67220,2025-05-24,Income,credit,success
Fuel,1816,2024-06-21,Health,debit,failed
Salary,50314,2024-01-01,Income,credit,success
Swiggy,1887,2024-12-24,Food,debit,success
Salary,25893,2025-04-28,Income,credit,failed
Flipkart,2214,2025-02-08,Food,debit,failed
Amazon,4500,2025-02-04,Health,debit,success
Pharmacy,3208,2025-05-11,Salary,debit,success
Salary,29638,2024-04-22,Income,credit,failed
Salary,34855,2024-07-01,Income,credit,success
Flipkart,1756,2025-02-24,Shopping,debit,success
Salary,52995,2024-08-20,Income,credit,failed
Salary,72312,2024-05-28,Income,credit,failed
Pharmacy,3128,2025-01-04,Food,debit,success
Swiggy,2003,2025-01-21,Salary,debit,success
Fuel,1117,2024-06-09,Salary,debit,success
Salary,72597,2024-07-30,Income,credit,success
Flipkart,529,2024-08-13,Entertainment,debit,failed
Salary,34979,2025-03-18,Income,credit,failed
Amazon,4769,2025-01-05,Travel,debit,success
Salary,67373,2025-06-24,Income,credit,failed
Zomato,3526,2024-12-17,Bills,debit,failed
Salary,60046,2024-03-16,Income,credit,failed
Electricity Bill,796,2024-10-13,Bills,debit,success
Electricity Bill,4661,2025-01-31,Bills,debit,success
Fuel,3932,2024-11-18,Salary,debit,success
Flipkart,1598,2024-08-29,Entertainment,debit,success
Salary,32295,2024-04-05,Income,credit,failed
Salary,72928,2024-03-26,Income,credit,success
Uber,2245,2024-03-21,Bills,debit,success
Fuel,2940,2025-05-15,Health,debit,success
Salary,27317,2025-03-17,Income,credit,failed
Pharmacy,3388,2024-03-01,Entertainment,debit,success
Salary,64067,2025-05-22,Income,credit,failed
Pharmacy,291,2025-01-20,Bills,debit,failed
Amazon,223,2025-05-11,Travel,debit,success
Flipkart,2078,2024-09-15,Travel,debit,failed
Zomato,535,2024-04-20,Travel,debit,success
Amazon,2092,2024-04-03,Shopping,debit,failed
Flipkart,1376,2025-06-25,Health,debit,failed
Salary,37523,2025-02-20,Income,credit,success
Fuel,4551,2025-03-19,Entertainment,debit,failed
Pharmacy,1289,2024-04-20,Health,debit,success
Swiggy,4750,2024-05-29,Investment,debit,failed
Flipkart,234,2025-03-09,Food,debit,success
Amazon,2275,2024-09-15,Bills,debit,success
Uber,3549,2024-05-20,Health,debit,failed
Electricity Bill,3144,2024-06-14,Travel,debit,success
Salary,22358,2024-12-12,Income,credit,failed
Pharmacy,3169,2024-10-30,Bills,debit,success
Salary,66353,2025-04-02,Income,credit,success
Salary,21065,2025-04-16,Income,credit,success
Salary,72489,2025-05-18,Income,credit,failed
Salary,79708,2024-11-04,Income,credit,failed
Salary,66230,2025-01-15,Income,credit,success
Pharmacy,563,2024-12-29,Shopping,debit,success
Fuel,629,2024-06-22,Salary,debit,failed
Salary,41269,2024-12-28,Income,credit,failed
Amazon,4116,2024-03-07,Health,debit,failed
Salary,21754,2025-03-03,Income,credit,failed
Uber,428,2024-01-08,Shopping,debit,success
Amazon,3263,2024-11-20,Health,debit,failed
Salary,56317,2025-04-06,Income,credit,success
Salary,1997,2024-04-21,Food,debit,failed
Salary,58298,2025-03-27,Income,credit,failed
Pharmacy,3370,2024-10-24,Shopping,debit,success
Salary,72535,2025-01-14,Income,credit,success
Zomato,3110,2025-02-25,Travel,debit,success
Flipkart,479,2025-03-29,Health,debit,failed
Amazon,4072,2024-07-09,Entertainment,debit,success
Salary,2091,2025-03-01,Salary,debit,failed
Salary,30132,2024-08-28,Income,credit,failed
Zomato,4856,2024-01-05,Food,debit,success
Salary,39219,2024-02-11,Income,credit,failed
Zomato,4279,2024-09-24,Shopping,debit,success
Salary,76101,2024-08-31,Income,credit,success
Salary,76885,2025-05-10,Income,credit,failed
Flipkart,4018,2024-06-12,Shopping,debit,success
Salary,44196,2024-03-30,Income,credit,failed
Electricity Bill,1803,2024-03-29,Salary,debit,success
Salary,64368,2025-06-05,Income,credit,success
Salary,47402,2024-05-19,Income,credit,success
Salary,27436,2024-11-23,Income,credit,success
Salary,38438,2024-09-28,Income,credit,success
Salary,54211,2025-01-29,Income,credit,failed
Salary,51638,2024-08-11,Income,credit,success
Amazon,2647,2024-10-14,Salary,debit,failed
Swiggy,2635,2024-10-17,Investment,debit,failed
Salary,39978,2025-04-04,Income,credit,failed
Salary,47234,2024-11-17,Income,credit,failed
Uber,142,2024-01-07,Salary,debit,success
Salary,59077,2024-09-26,Income,credit,success
Electricity Bill,1969,2024-10-09,Entertainment,debit,success
Zomato,2472,2024-12-18,Salary,debit,failed
Pharmacy,3535,2024-08-28,Investment,debit,failed
Amazon,127,2024-04-04,Health,debit,success
Flipkart,3675,2024-03-07,Shopping,debit,failed
Salary,79813,2025-02-19,Income,credit,success
Salary,58632,2025-01-20,Income,credit,success
Salary,33278,2024-07-15,Income,credit,failed
Electricity Bill,335,2024-07-24,Shopping,debit,success
Flipkart,1770,2025-05-20,Travel,debit,success
Uber,4120,2024-09-02,Bills,debit,success
Salary,52694,2025-05-04,Income,credit,success
Salary,3563,2025-02-21,Bills,debit,failed
Electricity Bill,2267,2024-07-23,Travel,debit,failed
Salary,23616,2025-01-05,Income,credit,failed
Amazon,1886,2025-05-12,Investment,debit,success
Swiggy,4841,2024-12-11,Bills,debit,failed
Netflix,4437,2024-11-26,Food,debit,success
Salary,70359,2025-05-20,Income,credit,failed
Salary,2684,2024-03-20,Entertainment,debit,success
Salary,33379,2024-11-19,Income,credit,failed
Salary,26347,2025-01-09,Income,credit,failed
Fuel,455,2024-10-22,Investment,debit,failed
Salary,75060,2024-03-13,Income,credit,failed
Salary,43576,2024-09-15,Income,credit,failed
Salary,47757,2025-06-06,Income,credit,failed
Pharmacy,2960,2025-01-18,Health,debit,failed
Pharmacy,2060,2024-06-10,Investment,debit,failed
Salary,41790,2024-05-21,Income,credit,success
Pharmacy,2930,2025-03-16,Entertainment,debit,success
Electricity Bill,2768,2024-05-19,Bills,debit,failed
Flipkart,3877,2025-03-20,Shopping,debit,failed
Amazon,2470,2024-06-25,Salary,debit,success
Uber,665,2024-06-04,Travel,debit,success
Uber,4502,2025-01-19,Travel,debit,success
Salary,30923,2025-06-25,Income,credit,success
Salary,79883,2024-02-04,Income,credit,success
Flipkart,237,2024-05-21,Shopping,debit,success
Salary,26199,2025-05-05,Income,credit,success
Zomato,3005,2025-01-23,Food,debit,failed
Salary,63253,2024-10-06,Income,credit,failed
Salary,78907,2024-04-28,Income,credit,failed
Swiggy,459,2024-09-21,Travel,debit,success
Zomato,4173,2025-02-14,Entertainment,debit,success
Salary,23384,2025-04-29,Income,credit,success
Pharmacy,3788,2024-07-15,Travel,debit,success
Salary,74407,2024-10-03,Income,credit,success
Salary,25446,2024-10-02,Income,credit,failed
Pharmacy,4126,2024-01-05,Travel,debit,success
Salary,60275,2024-12-20,Income,credit,success
Electricity Bill,1110,2025-05-16,Salary,debit,failed
Electricity Bill,3978,2025-04-07,Health,debit,failed
Electricity Bill,404,2025-05-20,Entertainment,debit,success
Salary,20583,2024-04-12,Income,credit,failed
Salary,57695,2024-04-22,Income,credit,success
Fuel,794,2024-03-02,Bills,debit,success
Fuel,756,2025-06-16,Shopping,debit,success
Salary,50085,2024-07-09,Income,credit,success
Salary,56430,2024-09-12,Income,credit,failed
Salary,28758,2024-12-06,Income,credit,success
Salary,34809,2024-02-07,Income,credit,failed
Electricity Bill,2899,2024-03-31,Entertainment,debit,success
Uber,2880,2024-11-01,Bills,debit,success
Netflix,2692,2024-11-11,Travel,debit,failed
Netflix,1334,2024-08-21,Investment,debit,failed
Uber,355,2025-04-23,Investment,debit,success
Flipkart,964,2024-06-17,Salary,debit,success
Electricity Bill,359,2024-08-30,Food,debit,success
Salary,25403,2024-03-23,Income,credit,failed
Salary,43160,2025-04-16,Income,credit,success
Swiggy,2153,2024-01-02,Investment,debit,failed
Fuel,4330,2024-02-27,Shopping,debit,failed
Salary,57672,2025-04-08,Income,credit,failed
Fuel,2402,2025-03-17,Salary,debit,success
Salary,765,2024-12-07,Health,debit,failed
Salary,62915,2025-01-14,Income,credit,failed
Salary,62178,2025-01-07,Income,credit,success
Amazon,2722,2024-06-29,Salary,debit,success
Salary,77461,2025-02-27,Income,credit,success
Salary,368,2024-03-30,Health,debit,success
Salary,73639,2025-02-24,Income,credit,failed
Salary,25729,2024-12-07,Income,credit,failed
Salary,1970,2024-12-26,Travel,debit,failed
Salary,32884,2025-06-29,Income,credit,success
Swiggy,55,2025-01-28,Health,debit,failed
Salary,52618,2024-03-31,Income,credit,success
Uber,4515,2025-01-22,Health,debit,success
Swiggy,3998,2025-04-23,Bills,debit,success
Salary,59542,2025-01-25,Income,credit,success
Amazon,2029,2024-12-13,Entertainment,debit,success
Salary,50677,2025-06-29,Income,credit,success
Fuel,4685,2024-11-22,Travel,debit,success
Electricity Bill,1779,2024-07-03,Entertainment,debit,success
Uber,4684,2024-05-02,Health,debit,failed
Netflix,344,2025-06-05,Investment,debit,failed
Uber,4196,2025-01-25,Investment,debit,success
Salary,3468,2024-04-09,Health,debit,success
Amazon,565,2024-04-02,Bills,debit,success
Salary,69661,2024-04-19,Income,credit,success
Flipkart,1101,2024-04-20,Investment,debit,success
Fuel,53,2024-04-17,Food,debit,failed
Fuel,1950,2024-01-12,Travel,debit,failed
Uber,472,2024-11-12,Entertainment,debit,success
Salary,32981,2025-03-11,Income,credit,success
Amazon,380,2024-11-21,Bills,debit,success
Salary,30176,2024-04-10,Income,credit,success
Flipkart,3891,2025-06-26,Food,debit,failed
Zomato,2194,2024-06-11,Investment,debit,success
Salary,31066,2024-12-28,Income,credit,failed
Uber,4039,2025-04-14,Health,debit,success
Salary,38647,2025-05-11,Income,credit,failed
Uber,4346,2024-10-18,Travel,debit,success
Salary,57207,2024-05-05,Income,credit,success
Salary,34912,2024-03-09,Income,credit,failed
Salary,69745,2024-09-07,Income,credit,success
Flipkart,4953,2024-11-25,Health,debit,success
Salary,49039,2025-04-07,Income,credit,failed
Salary,30315,2025-05-19,Income,credit,failed
Salary,31121,2025-06-20,Income,credit,failed
Salary,60925,2025-01-01,Income,credit,success
Salary,71603,2025-03-28,Income,credit,success
Salary,41571,2024-09-11,Income,credit,failed
Zomato,295,2025-02-18,Salary,debit,success
Swiggy,4275,2024-10-06,Health,debit,success
Salary,67111,2024-07-27,Income,credit,success
Salary,1538,2024-07-31,Travel,debit,success
Netflix,4641,2025-05-16,Shopping,debit,failed
Flipkart,625,2025-05-05,Investment,debit,success
Swiggy,3918,2024-07-08,Health,debit,failed
Amazon,4958,2025-04-19,Bills,debit,failed
Pharmacy,4336,2025-05-19,Salary,debit,success
Netflix,1855,2024-07-26,Travel,debit,success
Salary,67434,2024-10-01,Income,credit,failed
Salary,50778,2024-04-23,Income,credit,failed
Salary,66646,2024-10-13,Income,credit,failed
Swiggy,1249,2024-10-03,Shopping,debit,failed
Amazon,4237,2024-04-07,Investment,debit,success
Amazon,91,2025-01-11,Entertainment,debit,failed
Salary,76196,2025-01-25,Income,credit,success
Salary,63739,2025-01-04,Income,credit,failed
Uber,73,2024-07-12,Health,debit,failed
Salary,20198,2025-01-26,Income,credit,failed
Salary,76676,2024-11-14,Income,credit,failed
Salary,62013,2024-04-15,Income,credit,failed
Salary,76248,2025-03-21,Income,credit,success
Salary,43798,2024-04-24,Income,credit,failed
Uber,4293,2024-12-24,Shopping,debit,success
Swiggy,2765,2025-04-23,Bills,debit,failed
Netflix,2750,2025-04-24,Health,debit,success
Salary,29074,2024-12-27,Income,credit,failed
Salary,56940,2025-03-05,Income,credit,failed
Swiggy,914,2024-05-06,Entertainment,debit,success
Salary,68373,2024-06-16,Income,credit,failed
Salary,61828,2025-04-24,Income,credit,failed
Flipkart,3345,2025-01-25,Health,debit,failed
Salary,59188,2024-06-13,Income,credit,success
Salary,576,2025-05-27,Health,debit,success
Salary,32147,2025-06-14,Income,credit,success
Netflix,4096,2024-07-09,Shopping,debit,success
Salary,36062,2024-11-24,Income,credit,failed
Salary,50370,2024-04-26,Income,credit,success
Netflix,4853,2025-06-25,Travel,debit,failed
Electricity Bill,2663,2024-07-22,Travel,debit,success
Flipkart,2037,2025-06-29,Salary,debit,success
Salary,58991,2025-04-19,Income,credit,failed
Amazon,630,2025-01-05,Shopping,debit,failed
Salary,2911,2024-09-11,Investment,debit,failed
Zomato,176,2025-05-06,Health,debit,failed
Salary,40585,2024-08-19,Income,credit,success
Netflix,939,2024-07-01,Health,debit,success
Flipkart,2809,2025-06-29,Investment,debit,success
Flipkart,2551,2025-05-14,Shopping,debit,failed
Salary,66692,2024-01-02,Income,credit,failed
Salary,71347,2025-06-14,Income,credit,success
Salary,60344,2024-08-03,Income,credit,failed
Salary,48464,2025-01-19,Income,credit,failed
Flipkart,3769,2024-02-21,Salary,debit,failed
Salary,70917,2025-01-19,Income,credit,failed
Salary,64513,2024-06-04,Income,credit,success
Amazon,250,2025-02-12,Travel,debit,success
Salary,60619,2024-03-21,Income,credit,success
Salary,22449,2024-06-22,Income,credit,success
Salary,28761,2024-05-21,Income,credit,success
Pharmacy,339,2025-02-06,Health,debit,failed
Salary,76100,2024-04-05,Income,credit,failed
Flipkart,755,2024-08-03,Entertainment,debit,success
Fuel,2918,2025-04-24,Entertainment,debit,success
Netflix,2180,2025-06-11,Travel,debit,failed
Salary,3692,2024-08-20,Shopping,debit,failed
Salary,42797,2024-07-20,Income,credit,success
Swiggy,1803,2025-01-17,Health,debit,failed
Salary,47147,2025-01-13,Income,credit,failed
Zomato,799,2024-12-26,Travel,debit,failed
Netflix,4390,2024-09-15,Travel,debit,failed
Salary,1434,2024-02-22,Health,debit,failed
Salary,39304,2025-01-03,Income,credit,failed
Salary,65708,2024-05-04,Income,credit,success
Salary,68961,2024-03-06,Income,credit,failed
Uber,4452,2024-10-27,Travel,debit,success
Pharmacy,1323,2024-12-12,Bills,debit,success
Pharmacy,3216,2024-09-08,Entertainment,debit,success
Salary,74298,2024-06-20,Income,credit,failed
Salary,26837,2024-03-17,Income,credit,success
Salary,29899,2024-02-25,Income,credit,success
Uber,564,2024-10-04,Shopping,debit,failed
Fuel,398,2024-01-18,Salary,debit,failed
Zomato,3193,2024-11-17,Entertainment,debit,failed
Electricity Bill,4033,2025-03-03,Food,debit,failed
Salary,42945,2025-04-09,Income,credit,success
Salary,25178,2024-10-25,Income,credit,success
Salary,55203,2024-04-30,Income,credit,failed
Salary,51705,2025-02-19,Income,credit,failed
Salary,2274,2025-06-03,Travel,debit,success
Swiggy,3956,2024-12-06,Travel,debit,success
Salary,79344,2024-07-02,Income,credit,success
Zomato,4405,2024-07-27,Entertainment,debit,failed
Uber,3989,2024-09-12,Bills,debit,success
Uber,3408,2024-10-25,Health,debit,success
Salary,78310,2024-11-21,Income,credit,success
Salary,28217,2025-04-29,Income,credit,failed
Swiggy,1653,2024-05-16,Travel,debit,success
Salary,24168,2024-03-27,Income,credit,failed
Zomato,93,2025-01-13,Health,debit,failed
Salary,65287,2024-09-26,Income,credit,failed
Salary,52362,2024-12-05,Income,credit,success
Salary,53039,2024-12-29,Income,credit,success
Pharmacy,2907,2024-10-20,Investment,debit,success
Salary,3221,2024-04-08,Food,debit,success
Uber,1090,2025-03-17,Salary,debit,failed
Salary,70927,2025-01-21,Income,credit,success
Salary,50661,2025-05-28,Income,credit,success
Swiggy,156,2024-10-26,Entertainment,debit,success
Uber,745,2024-02-22,Food,debit,failed
Salary,56462,2024-05-24,Income,credit,success
Flipkart,1524,2024-05-31,Bills,debit,success
Electricity Bill,1904,2025-03-03,Health,debit,success
Swiggy,705,2024-05-28,Bills,debit,failed
Salary,33619,2024-05-08,Income,credit,failed
Salary,67843,2024-12-25,Income,credit,failed
Pharmacy,1180,2024-04-14,Shopping,debit,success
Flipkart,3936,2024-03-31,Food,debit,failed
Flipkart,2618,2025-01-31,Investment,debit,failed
Electricity Bill,1232,2024-07-26,Salary,debit,success
Salary,2886,2024-02-16,Investment,debit,success
Electricity Bill,968,2024-01-26,Food,debit,success
Flipkart,677,2024-06-19,Salary,debit,failed
Salary,3405,2024-01-12,Investment,debit,success
Salary,30054,2024-07-23,Income,credit,success
Salary,1768,2024-02-03,Investment,debit,success
Electricity Bill,4939,2024-05-17,Investment,debit,failed
Flipkart,3553,2024-10-03,Health,debit,success
Salary,21012,2024-05-01,Income,credit,failed
Salary,63418,2024-10-23,Income,credit,failed
Salary,23370,2024-11-28,Income,credit,success
Salary,53705,2025-05-27,Income,credit,failed
Salary,63464,2025-05-02,Income,credit,success
Uber,4501,2024-10-05,Bills,debit,failed
Amazon,4737,2024-03-27,Health,debit,failed
Netflix,803,2024-12-18,Entertainment,debit,success
Salary,40153,2024-09-24,Income,credit,success
Salary,76221,2024-12-06,Income,credit,failed
Salary,35142,2024-04-15,Income,credit,failed
Electricity Bill,149,2025-04-09,Shopping,debit,failed
Uber,4275,2025-06-02,Investment,debit,success
Salary,32612,2025-02-09,Income,credit,success
Uber,1163,2025-05-02,Health,debit,success
Fuel,1102,2024-10-25,Investment,debit,success
Salary,29067,2024-07-28,Income,credit,success
Flipkart,2336,2024-09-27,Bills,debit,failed
Salary,4562,2024-05-13,Entertainment,debit,success
Salary,44732,2024-02-03,Income,credit,success
Salary,55714,2024-06-10,Income,credit,success
Salary,20506,2024-11-17,Income,credit,success
Salary,50620,2024-09-14,Income,credit,success
Salary,28549,2024-06-17,Income,credit,failed
Fuel,4548,2024-07-11,Food,debit,failed
Salary,75114,2024-05-29,Income,credit,success
Salary,29622,2024-10-01,Income,credit,success
Electricity Bill,1013,2025-01-15,Food,debit,success
Netflix,1935,2025-01-16,Bills,debit,failed
Pharmacy,1040,2025-04-20,Entertainment,debit,success
Salary,75423,2025-06-19,Income,credit,success
Salary,34198,2024-02-20,Income,credit,failed
Zomato,3283,2024-01-17,Bills,debit,failed
Amazon,2856,2024-06-10,Bills,debit,success
Electricity Bill,342,2024-05-13,Shopping,debit,failed
Salary,74205,2024-10-06,Income,credit,failed
Zomato,1898,2025-05-23,Health,debit,failed
Amazon,2352,2024-08-13,Salary,debit,success
Swiggy,3280,2024-10-30,Salary,debit,failed
Salary,31457,2024-06-09,Income,credit,success
Salary,59045,2024-07-08,Income,credit,success
Uber,2293,2024-02-23,Bills,debit,success
Salary,41692,2024-08-18,Income,credit,success
Salary,55920,2024-04-10,Income,credit,failed
Salary,36748,2025-03-10,Income,credit,failed
Flipkart,3284,2025-04-22,Travel,debit,failed
Flipkart,2806,2024-06-24,Investment,debit,success
Salary,53069,2024-06-23,Income,credit,success
Amazon,1530,2024-07-08,Investment,debit,failed
Salary,22480,2025-02-11,Income,credit,failed
Uber,1288,2024-03-10,Entertainment,debit,success
Salary,72149,2024-08-01,Income,credit,failed
Salary,3405,2024-05-30,Investment,debit,failed
Electricity Bill,881,2024-03-31,Travel,debit,success
Pharmacy,1819,2024-12-22,Bills,debit,failed
Salary,4844,2025-05-26,Salary,debit,failed
Salary,56527,2024-02-11,Income,credit,success
Salary,37725,2024-01-27,Income,credit,failed
Netflix,1974,2024-07-15,Entertainment,debit,failed
Salary,27365,2025-01-22,Income,credit,success
Salary,20419,2024-01-08,Income,credit,failed
Pharmacy,3260,2025-05-09,Investment,debit,success
Flipkart,89,2025-01-22,Bills,debit,failed
Salary,68729,2024-05-11,Income,credit,failed
Netflix,3874,2024-01-27,Travel,debit,failed
Amazon,2359,2024-06-24,Health,debit,failed
Salary,44139,2024-09-26,Income,credit,failed
Salary,77489,2024-06-22,Income,credit,failed
Salary,60612,2024-09-01,Income,credit,success
Salary,58110,2024-02-13,Income,credit,failed
Pharmacy,539,2024-05-17,Entertainment,debit,success
Salary,57739,2024-02-27,Income,credit,failed
Salary,48493,2024-08-19,Income,credit,failed
Salary,46347,2025-06-01,Income,credit,success
Salary,49244,2025-02-18,Income,credit,failed
Swiggy,1148,2024-06-13,Food,debit,success
Pharmacy,4704,2024-08-22,Investment,debit,success
Salary,36211,2025-03-04,Income,credit,success
Salary,50061,2024-05-04,Income,credit,failed
Uber,750,2024-03-20,Bills,debit,failed
Salary,38968,2024-03-24,Income,credit,success
Salary,54042,2024-08-03,Income,credit,failed
Fuel,2944,2024-09-29,Bills,debit,failed
Salary,38769,2024-03-01,Income,credit,failed
Flipkart,1029,2024-07-15,Food,debit,failed
Salary,65801,2025-04-05,Income,credit,failed
Zomato,3748,2024-07-15,Health,debit,success
Zomato,3500,2025-04-09,Shopping,debit,success
Salary,32060,2024-07-21,Income,credit,failed
Salary,38654,2025-05-05,Income,credit,success
Netflix,1110,2025-05-04,Food,debit,failed
Pharmacy,864,2024-08-02,Health,debit,success
Amazon,3312,2024-09-24,Bills,debit,success
Salary,27338,2025-03-14,Income,credit,failed
Salary,46140,2024-09-28,Income,credit,failed
Uber,3699,2024-10-07,Food,debit,success
Electricity Bill,2954,2024-12-27,Travel,debit,success
Zomato,3666,2024-05-21,Travel,debit,failed
Swiggy,2568,2024-09-07,Entertainment,debit,failed
Salary,48824,2024-08-30,Income,credit,success
Salary,79439,2024-02-09,Income,credit,success
Salary,73012,2025-05-14,Income,credit,failed
Salary,28419,2024-08-25,Income,credit,failed
Amazon,129,2025-05-12,Travel,debit,failed
Salary,47447,2024-02-19,Income,credit,failed
Salary,21197,2024-06-05,Income,credit,success
Salary,756,2025-04-17,Investment,debit,failed
